test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,http_scenario,00:03:00,global information,18030,18030,0,100.2,32.85,134.59,2750.7,108.48,139.52,388.1,584.7,117.1,49.936,49.952,49.94,879.3
